dataset_index,cid,gt_atom_count,pred_atom_count,pred_object_score,pred_object_3d_score,pred_object_count_mae,pred_object_count_score,pred_object_center_score,pred_object_type_acc,pred_object_macro_f1,pred_object_hetero_f1,pred_object_edge_f1,pred_object_edge_f1_robust,pred_object_match_coverage_robust,pred_object_graph_score,pred_object_heavy_rmsd,pred_object_z_mae,figure_path
12,9877553,21,21,0.5993890070153652,0.8487966666645834,0.0,1.0,0.6666161191432842,0.47619047619047616,0.34814814814814815,0.5,0.761904761904762,1.0,0.6666666666666666,0.6862962962962962,0.008960790932178497,0.05643817037343979,
13,9877554,21,21,0.5936728562134087,0.5699589944748454,0.0,1.0,0.6665788173898667,0.47619047619047616,0.41481481481481486,0.5,0.6666666666666666,1.0,0.6190476190476191,0.6662962962962963,0.272102952003479,0.06347782909870148,
14,9877585,21,20,0.4919823177634247,0.4589425455934941,1.0,0.9523809523809523,0.6491701647923037,0.35,0.14583333333333334,0.4000000000000001,0.7,1.0,0.6190476190476191,0.5922619047619047,0.3249880075454712,0.2563302516937256,
15,9877618,20,20,0.5412643385735493,0.4490789141313015,0.0,1.0,0.5992543072032277,0.35,0.20158730158730157,0.6153846153846153,0.7058823529411765,1.0,0.55,0.6604532069237952,0.40541285276412964,0.19633077085018158,
16,9877621,23,22,0.6644496289413381,0.7285924895773774,1.0,0.9565217391304348,0.5907021245706843,0.5,0.6185185185185185,0.75,0.6511627906976745,1.0,0.5652173913043478,0.7407411152304985,0.012093453668057919,0.5358787775039673,
17,9877675,25,25,0.5248442637152665,0.5807030551514764,0.0,1.0,0.5999155773356324,0.48,0.2909090909090909,0.3333333333333333,0.5833333333333334,1.0,0.52,0.5790151515151515,0.24366627633571625,0.0756322368979454,
18,9877682,24,25,0.6544548704238892,0.6484130236006032,1.0,0.96,0.6000064993868728,0.5,0.45,0.8000000000000002,0.7272727272727272,1.0,0.625,0.7445454545454545,0.011678210459649563,2.297452688217163,
19,9877692,27,26,0.484745414846682,0.4337801897861482,1.0,0.962962962962963,0.537876439901783,0.34615384615384615,0.15555555555555556,0.7272727272727272,0.4333333333333333,1.0,0.4444444444444444,0.5689730639730639,0.327070951461792,0.14631026983261108,
20,9877699,22,22,0.5520166719034467,0.4222812061136766,0.0,1.0,0.6361775939130894,0.45454545454545453,0.30666666666666664,0.6666666666666666,0.47619047619047616,1.0,0.4090909090909091,0.6113333333333333,0.3946581780910492,0.24569031596183777,
21,9877724,23,22,0.5131406234405466,0.4356116772716354,1.0,0.9565217391304348,0.6357946768938828,0.5,0.27777777777777773,0.3333333333333333,0.5365853658536585,1.0,0.4782608695652174,0.5491575350536114,0.3765544891357422,0.236590176820755,
22,9877725,23,23,0.7824463805818204,0.5928354417361932,0.0,1.0,0.6519783121997456,0.6521739130434783,0.7828571428571428,1.0,0.6511627906976745,1.0,0.6086956521739131,0.8344784053156147,0.2517518699169159,0.16756054759025574,
23,9877740,22,22,0.6936692290752905,0.4240133293341239,0.0,1.0,0.72689666082434,0.6363636363636364,0.43164362519201227,0.6666666666666666,0.8095238095238096,1.0,0.6818181818181818,0.7529953917050692,0.27921462059020996,1.1123456954956055,
24,9877744,26,26,0.4616863517334868,0.41262694908630526,0.0,1.0,0.614923615866316,0.46153846153846156,0.13333333333333333,0.3333333333333333,0.4444444444444445,0.9473684210526316,0.46153846153846156,0.4988888888888889,0.3435958921909332,0.3021038770675659,
25,9877760,17,18,0.7990298947413791,0.7566994785083497,1.0,0.9444444444444444,0.7217743654158161,0.7058823529411765,0.675,0.888888888888889,0.8823529411764706,1.0,0.7647058823529411,0.8577124183006536,0.020388880744576454,0.7084004878997803,
26,9877762,24,23,0.5261318721121836,0.4185787677984639,1.0,0.9583333333333334,0.5645828157107842,0.5217391304347826,0.2916666666666667,0.3333333333333333,0.5769230769230769,1.0,0.4166666666666667,0.5665064102564102,0.398367702960968,0.3514151871204376,
27,9877763,24,24,0.668194441861813,0.33208333075070184,0.0,1.0,0.6249999483473706,0.5833333333333334,0.38749999999999996,0.75,0.7555555555555555,1.0,0.625,0.7419444444444445,0.3910754323005676,2.5506577491760254,
28,9877773,27,28,0.4512992998524319,0.4149968607373971,1.0,0.9642857142857143,0.5713299123925546,0.4074074074074074,0.26785714285714285,0.4444444444444444,0.28,1.0,0.37037037037037035,0.4815317460317461,0.34130674600601196,0.10901285707950592,
29,9877788,29,28,0.5731835554146923,0.7340041351240036,1.0,0.9655172413793104,0.5713281383646712,0.39285714285714285,0.3327922077922078,0.7272727272727273,0.6296296296296297,1.0,0.5517241379310345,0.673762667728185,0.014124000445008278,0.4018150568008423,
30,9877790,24,23,0.6028323486696117,0.8308970379242121,1.0,0.9583333333333334,0.6521438678021735,0.5217391304347826,0.24107142857142858,0.6666666666666666,0.7391304347826088,1.0,0.625,0.6798266045548654,0.01868532970547676,0.08994296938180923,
31,9877796,24,22,0.563636998631048,0.48366618473183104,2.0,0.9166666666666666,0.6814073921579454,0.45454545454545453,0.16487859966120835,0.6666666666666666,0.7272727272727274,0.9655172413793104,0.5833333333333334,0.6500211744776963,0.2249603271484375,0.7219162583351135,
32,9877801,28,28,0.6015335570100625,0.816246971436778,0.0,1.0,0.6068616163917275,0.5,0.3142857142857143,0.6666666666666665,0.6666666666666666,1.0,0.6071428571428571,0.6795238095238094,0.01346112322062254,0.12817493081092834,
33,9877857,27,26,0.5333110418713685,0.3801791237889246,1.0,0.962962962962963,0.653622324828855,0.46153846153846156,0.2992424242424243,0.42857142857142855,0.5833333333333334,1.0,0.5185185185185185,0.590470177970178,0.4313986897468567,0.5276452898979187,
34,9877865,25,26,0.48844043347888416,0.39665781363531727,1.0,0.9615384615384616,0.5760519639177522,0.4,0.36036866359447,0.4,0.41666666666666663,0.923076923076923,0.36,0.5382916814368427,0.43874791264533997,0.2539931535720825,
35,9877872,24,24,0.5551636445511025,0.7328546099120326,0.0,1.0,0.6076946597295318,0.4166666666666667,0.2,0.6666666666666666,0.6530612244897959,1.0,0.5,0.6519047619047619,0.045157887041568756,0.314157098531723,
36,9877886,25,25,0.689882441961638,0.8836527688234319,0.0,1.0,0.7593999913064908,0.6,0.4024193548387097,0.6666666666666666,0.8571428571428572,1.0,0.76,0.7638172043010754,0.013003768399357796,0.04942445456981659,
37,9877895,22,22,0.6193385693334897,0.5286062253994158,0.0,1.0,0.5907783553109105,0.5,0.32857142857142857,0.7499999999999999,0.6829268292682927,1.0,0.5909090909090909,0.7047386759581882,0.3276400566101074,0.00365830073133111,
38,9877902,27,22,0.4395615173247477,0.41053628647188606,5.0,0.8148148148148149,0.5904160496806568,0.36363636363636365,0.17600000000000002,0.30769230769230765,0.5777777777777777,0.9523809523809523,0.4074074074074074,0.5026643874643875,0.33515945076942444,0.28259333968162537,
39,9877951,24,23,0.6656652121991636,0.5993985708193473,1.0,0.9583333333333334,0.6954320437197685,0.6086956521739131,0.4066666666666666,0.6,0.8181818181818181,1.0,0.6666666666666666,0.727280303030303,0.2766626179218292,0.09287683665752411,
40,9877952,28,26,0.6097686254748844,0.5660851570337402,2.0,0.9285714285714286,0.6150753992005775,0.5384615384615384,0.37047619047619046,0.75,0.5925925925925927,1.0,0.5,0.6636455026455027,0.22644849121570587,0.2536769211292267,
41,9877955,27,27,0.4747220058906213,0.4327396649601212,0.0,1.0,0.5555362543802604,0.4444444444444444,0.11111111111111112,0.28571428571428575,0.6037735849056604,1.0,0.5185185185185185,0.5406858340820605,0.2629165053367615,0.69676673412323,
42,9877977,30,29,0.4434573604176333,0.4343815583006181,1.0,0.9666666666666667,0.5860054459005588,0.3793103448275862,0.2388888888888889,0.20000000000000004,0.48275862068965514,1.0,0.43333333333333335,0.49840996168582374,0.33970651030540466,0.15594607591629028,
43,9878011,28,27,0.6358330094458994,0.6276803947342432,1.0,0.9642857142857143,0.7034127946361103,0.5925925925925926,0.4211302211302212,0.5714285714285715,0.689655172413793,1.0,0.6428571428571429,0.6809624974280146,0.24034804105758667,0.029539700597524643,
44,9878036,25,25,0.6654298745656333,0.5661315951075018,0.0,1.0,0.7198795425947173,0.6,0.49333333333333335,0.7692307692307692,0.576923076923077,1.0,0.52,0.7044358974358974,0.2790360450744629,0.08682399243116379,
45,9878037,25,25,0.5709591277257299,0.4905445173273307,0.0,1.0,0.7198818552138982,0.48,0.2863636363636364,0.4615384615384615,0.6923076923076924,1.0,0.6,0.6418881118881119,0.3685908019542694,0.10647864639759064,
46,9878044,24,24,0.6839676917664504,0.423278755004487,0.0,1.0,0.7497001556753276,0.5833333333333334,0.36038961038961037,0.7142857142857143,0.8571428571428572,1.0,0.75,0.764935064935065,0.30178797245025635,0.8924485445022583,
47,9878045,24,24,0.651518022265974,0.5884806342268702,0.0,1.0,0.7498426826588608,0.5416666666666666,0.32671957671957674,0.6666666666666666,0.8163265306122449,1.0,0.7083333333333334,0.7343915343915344,0.2833425998687744,0.09683939814567566,
48,9878046,24,24,0.6142173200482932,0.44356392761675234,0.0,1.0,0.7082185669510181,0.5,0.2915360501567398,0.6153846153846153,0.7659574468085106,1.0,0.6666666666666666,0.6994692394912498,0.381254106760025,0.408703088760376,
49,9878071,26,26,0.5426873861784632,0.5461660465187196,0.0,1.0,0.6922316222085451,0.46153846153846156,0.3851540616246498,0.4,0.5283018867924528,1.0,0.5384615384615384,0.5919364727022884,0.27827730774879456,0.04322139546275139,
50,9878085,28,26,0.48606777840049764,0.41550422037538653,2.0,0.9285714285714286,0.5763478875184004,0.5,0.2666666666666667,0.28571428571428575,0.4838709677419355,1.0,0.42857142857142855,0.5119738863287251,0.45728257298469543,0.2687548100948334,
51,9878140,29,28,0.4493260040408898,0.406134347193651,1.0,0.9655172413793104,0.5707166087748712,0.5357142857142857,0.23255813953488372,0.0,0.4776119402985074,1.0,0.2413793103448276,0.4550551173562819,0.47489064931869507,0.35476070642471313,
52,9878152,28,28,0.6702027902195566,0.5087480143859291,0.0,1.0,0.6425580428933699,0.6071428571428571,0.4893162393162393,0.7499999999999999,0.6296296296296297,1.0,0.6071428571428571,0.7182336182336182,0.29823917150497437,0.3032829463481903,
53,9878153,28,27,0.6447767062405865,0.5887222032691223,1.0,0.9642857142857143,0.6666285274850788,0.5925925925925926,0.32706766917293234,0.7499999999999999,0.7037037037037038,1.0,0.5714285714285714,0.7027812587023113,0.2777704894542694,0.03855874761939049,
54,98781546,32,32,0.41380525643780536,0.4019965152575546,0.0,1.0,0.6555056831566617,0.375,0.15833333333333333,0.30769230769230765,0.29729729729729726,1.0,0.1875,0.44725918225918226,0.4765537679195404,0.15811681747436523,
55,98781548,32,33,0.6231932553616294,0.45412031917498163,1.0,0.9696969696969697,0.5754171307904251,0.59375,0.6195348837209302,0.7272727272727272,0.33766233766233766,1.0,0.34375,0.6299675828047921,0.5306470394134521,0.056660424917936325,
56,98781594,41,40,0.4007974806573527,0.43088118963889005,1.0,0.975609756097561,0.5744369944968639,0.425,0.17045454545454544,0.0,0.4269662921348315,1.0,0.36585365853658536,0.42743155036249036,0.41838711500167847,0.11598289757966995,
57,98781595,41,40,0.461713069285694,0.5186019678947061,1.0,0.975609756097561,0.5248314991464212,0.425,0.27314814814814814,0.28571428571428575,0.4269662921348315,1.0,0.43902439024390244,0.505113128044068,0.2593490779399872,0.11823224276304245,
58,9878166,27,26,0.6186119137821262,0.5661365796125462,1.0,0.962962962962963,0.7303808502697043,0.6153846153846154,0.489766081871345,0.33333333333333337,0.679245283018868,1.0,0.6296296296296297,0.6430964728382802,0.3034681975841522,0.03702523186802864,
59,98782098,31,32,0.4330296749311553,0.42632452606623883,1.0,0.96875,0.5936114886975474,0.3548387096774194,0.2,0.15384615384615383,0.53125,1.0,0.25806451612903225,0.4988942307692308,0.476991206407547,0.16572177410125732,
60,98782101,31,31,0.42871361684054177,0.4462379716118414,0.0,1.0,0.6128248320775099,0.41935483870967744,0.12093023255813955,0.22222222222222224,0.42857142857142855,1.0,0.45161290322580644,0.4686304909560724,0.38796016573905945,0.05796105042099953,
61,98782102,31,33,0.682307310264685,0.6596391277350525,2.0,0.9393939393939394,0.6058868815199469,0.5483870967741935,0.6091228070175438,0.75,0.6984126984126984,1.0,0.6129032258064516,0.7511174906964381,0.18993838131427765,0.05838099122047424,
62,98782103,31,31,0.480161498971762,0.43632666688488747,0.0,1.0,0.5800078139380334,0.45161290322580644,0.3491841491841492,0.3333333333333333,0.34210526315789475,1.0,0.3225806451612903,0.5062403386087596,0.5156190395355225,0.058657243847846985,
63,98782104,31,31,0.5359792816998544,0.558545724014421,0.0,1.0,0.644899231863101,0.45161290322580644,0.20682926829268294,0.5454545454545454,0.5882352941176471,0.9375,0.5483870967741935,0.6063391156906222,0.26112619042396545,0.0927513837814331,
64,98782105,31,31,0.49621556411430445,0.467793934014753,0.0,1.0,0.6770325395234742,0.3870967741935484,0.2625641025641026,0.30769230769230765,0.5846153846153845,1.0,0.41935483870967744,0.5686666666666667,0.42315158247947693,0.0590725839138031,
65,98782114,40,39,0.38577027341220055,0.4543953789292136,1.0,0.975,0.5382576160961597,0.41025641025641024,0.14545454545454545,0.0,0.40476190476190477,1.0,0.4,0.41450757575757574,0.31458258628845215,0.13843831419944763,
66,98782115,40,39,0.3774505444282549,0.41033847050650113,1.0,0.975,0.5126497858996467,0.41025641025641024,0.14545454545454545,0.0,0.3695652173913043,1.0,0.4,0.40218873517786563,0.4815026521682739,0.14883631467819214,
67,9878219,27,26,0.6538085098927694,0.4555253534765688,1.0,0.962962962962963,0.730482552167744,0.5769230769230769,0.2898989898989899,0.7272727272727272,0.8076923076923076,1.0,0.6666666666666666,0.7268673918673918,0.23498737812042236,1.0127325057983398,
68,9878230,30,26,0.43862146090849646,0.3880513179767816,4.0,0.8666666666666667,0.5374186147382716,0.46153846153846156,0.12631578947368421,0.28571428571428575,0.4912280701754386,0.8750000000000001,0.3333333333333333,0.47100250626566414,0.4916798174381256,0.34200629591941833,
69,9878250,29,28,0.39857465458830643,0.3942131647678683,1.0,0.9655172413793104,0.5350146277014574,0.42857142857142855,0.12307692307692306,0.0,0.47619047619047616,1.0,0.1724137931034483,0.43266136162687885,0.5126691460609436,0.32401788234710693,
70,9878326,29,29,0.5320943070093342,0.5452275053882539,0.0,1.0,0.6894965455103375,0.4827586206896552,0.22631578947368425,0.5,0.5333333333333333,1.0,0.5172413793103449,0.5819298245614035,0.27620047330856323,0.0773032084107399,
71,98783326,32,32,0.4573701669172514,0.3734209459921294,0.0,1.0,0.4374183533600444,0.375,0.22541291291291288,0.4444444444444445,0.4,1.0,0.125,0.5239714714714715,0.5602787733078003,0.323499858379364,
72,9878348,22,23,0.6020722370577251,0.5014996022218289,1.0,0.9565217391304348,0.6517464860691847,0.45454545454545453,0.38136363636363635,0.5333333333333333,0.7804878048780487,1.0,0.6363636363636364,0.6952405604293197,0.36200931668281555,0.05997442454099655,
73,98783925,36,33,0.40688885976903943,0.5464691879376083,3.0,0.9166666666666666,0.6663319739355674,0.45454545454545453,0.125,0.0,0.48717948717948717,1.0,0.5,0.42467948717948717,0.2562079429626465,0.06782437860965729,
74,98784132,34,33,0.406746709196273,0.3746663219800441,1.0,0.9705882352941176,0.4847918214279961,0.36363636363636365,0.11162790697674418,0.3333333333333333,0.36842105263157887,1.0,0.29411764705882354,0.4605866753065975,0.4386293590068817,0.2822035253047943,
75,9878419,40,38,0.36174421743471163,0.395271363238732,2.0,0.95,0.47786680483458394,0.39473684210526316,0.15,0.0,0.33333333333333337,1.0,0.35,0.38416666666666666,0.32078230381011963,0.31025099754333496,
76,9878436,28,27,0.7403838730362283,0.7028283009435906,1.0,0.9642857142857143,0.7035181065652135,0.6666666666666666,0.6058558558558559,0.8,0.7636363636363636,1.0,0.6428571428571429,0.789515327015327,0.18938696384429932,0.019673332571983337,
77,9878743,31,29,0.45859716351129587,0.5073201286189059,2.0,0.935483870967742,0.6450856265718327,0.5172413793103449,0.21212121212121215,0.0,0.5714285714285713,1.0,0.5806451612903226,0.4762952101661779,0.31908124685287476,0.06350892782211304,
78,9878803,33,32,0.4018079412616461,0.3783350305399288,1.0,0.9696969696969697,0.5925639776573917,0.34375,0.10232558139534882,0.2,0.45161290322580644,1.0,0.2727272727272727,0.4609538748323445,0.47585415840148926,0.33783650398254395,
79,9878926,37,35,0.383082862949101,0.4193774356493111,2.0,0.9459459459459459,0.5713513607492912,0.37142857142857144,0.13541666666666669,0.0,0.46341463414634154,1.0,0.1891891891891892,0.42576494177103935,0.3676701486110687,0.14505603909492493,
80,9878959,33,32,0.6336637712361586,0.5668452134312107,1.0,0.9696969696969697,0.718325108039437,0.625,0.3331560283687943,0.6666666666666666,0.6470588235294118,1.0,0.6363636363636364,0.6688593696666287,0.30658742785453796,0.001310673076659441,
81,9879513,30,29,0.6952939323685954,0.6199022641320852,1.0,0.9666666666666667,0.7231802431071691,0.6206896551724138,0.5151515151515151,0.6666666666666666,0.7796610169491525,1.0,0.6666666666666666,0.7509116589625063,0.25670522451400757,0.08135395497083664,
82,9879539,34,33,0.6452006861025821,0.6630227688530272,1.0,0.9705882352941176,0.696692058208238,0.6060606060606061,0.31925465838509315,0.8000000000000002,0.6470588235294118,1.0,0.5882352941176471,0.6929685787358422,0.18644721806049347,0.10195676982402802,
83,9880201,37,36,0.5213847125600007,0.4424475985335035,1.0,0.972972972972973,0.6110118914208821,0.5,0.33599999999999997,0.4444444444444445,0.43010752688172044,1.0,0.2702702702702703,0.5498697665407344,0.43883371353149414,0.12458211183547974,
84,9880343,35,40,0.37185465775955207,0.3726131928210628,5.0,0.875,0.4238128257342396,0.37142857142857144,0.08496732026143793,0.15384615384615385,0.43243243243243246,1.0,0.2,0.4178640461728697,0.488982230424881,0.283282995223999,
85,9880482,40,36,0.5797392757613017,0.4939055705027989,4.0,0.9,0.6386296043846313,0.5,0.41990022172949004,0.631578947368421,0.5454545454545454,1.0,0.45,0.6262049247286732,0.3096606433391571,0.1259172409772873,
86,98806,20,20,0.6541387040869371,0.6543631428308688,0.0,1.0,0.5999169388815971,0.5,0.36,0.8571428571428571,0.742857142857143,1.0,0.6,0.7534285714285713,0.01206127554178238,1.6338061094284058,
87,9881141,28,28,0.6485583161886913,0.6665728026127034,0.0,1.0,0.6428113454188471,0.5714285714285714,0.35416666666666663,0.6666666666666666,0.7636363636363636,1.0,0.6428571428571429,0.7214393939393938,0.01582750491797924,2.09641432762146,
88,9881168,26,25,0.7292625821382451,0.8006679371936601,1.0,0.9615384615384616,0.7997564190343838,0.68,0.4281045751633986,0.75,0.8846153846153846,1.0,0.7692307692307693,0.7856209150326797,0.016500351950526237,0.5183284282684326,
89,9881204,28,28,0.5251351918506512,0.5258309310199893,0.0,1.0,0.6427361211131029,0.5,0.3333333333333333,0.28571428571428575,0.5423728813559322,1.0,0.5714285714285714,0.5636400322841001,0.30638596415519714,0.03137921541929245,
90,9881206,28,25,0.523496795438742,0.5248504152606751,3.0,0.8928571428571429,0.6392636398672766,0.44,0.15714285714285714,0.5,0.7058823529411764,1.0,0.42857142857142855,0.6017016806722689,0.2452017068862915,0.3653956353664398,
91,9881241,30,30,0.6151413897266901,0.6349118171321173,0.0,1.0,0.5999639916699986,0.43333333333333335,0.4452380952380952,0.6153846153846154,0.7272727272727273,1.0,0.6,0.7166699966699966,0.01917729154229164,1.0500540733337402,
92,9881352,29,28,0.4509437840981292,0.4773633488838538,1.0,0.9655172413793104,0.642789334892216,0.5,0.22764227642276422,0.0,0.5172413793103449,1.0,0.4827586206896552,0.46794224838800114,0.37651848793029785,0.01957024447619915,
93,9881423,29,28,0.5136541052322829,0.6115033491651737,1.0,0.9655172413793104,0.6071068216104842,0.42857142857142855,0.3114035087719298,0.22222222222222224,0.6785714285714286,1.0,0.5862068965517241,0.585604456543658,0.21841995418071747,0.06527595221996307,
94,9881443,28,28,0.506872595335042,0.42169387942639436,0.0,1.0,0.6428132831148494,0.4642857142857143,0.28716216216216217,0.4,0.45614035087719296,1.0,0.5,0.5470815552394499,0.39987069368362427,0.2425534725189209,
95,9881541,27,27,0.5830803319233037,0.6357266206040327,0.0,1.0,0.6665809669698151,0.48148148148148145,0.2526737967914438,0.5,0.7692307692307693,1.0,0.6666666666666666,0.6697655285890579,0.181706503033638,0.26751381158828735,
96,9881642,36,35,0.46935267077377785,0.49155858958627124,1.0,0.9722222222222222,0.5708982084534779,0.5428571428571428,0.2699849170437406,0.0,0.5263157894736842,1.0,0.5277777777777778,0.48126306528009316,0.3147118389606476,0.1493632197380066,
97,9881753,31,31,0.5135831137645663,0.8206274186999801,0.0,1.0,0.6450912656558014,0.45161290322580644,0.1590909090909091,0.2857142857142857,0.71875,1.0,0.6451612903225806,0.5905235389610389,0.01891005039215088,0.09135764837265015,
98,9881805,29,28,0.566946526929494,0.5529150842520932,1.0,0.9655172413793104,0.6784191610186099,0.5,0.34549549549549546,0.5454545454545454,0.5614035087719298,1.0,0.5517241379310345,0.6160605466050112,0.28214284777641296,0.023126382380723953,
99,9881837,32,30,0.6545836571058541,0.8720823601869363,2.0,0.9375,0.7330607299390977,0.6,0.2871428571428571,0.7499999999999999,0.7868852459016393,1.0,0.6875,0.7172134074941451,0.012634034268558025,0.01859714463353157,
100,9881838,32,30,0.7024572441482749,0.7018633020440058,2.0,0.9375,0.6996485459691636,0.6333333333333333,0.5759157509157509,0.6666666666666665,0.7666666666666666,1.0,0.65625,0.7512248168498168,0.18378140032291412,0.015438624657690525,
101,9881993,30,29,0.7130088624037572,0.8741211795811326,1.0,0.9666666666666667,0.7579412789981343,0.6206896551724138,0.5676793794440853,0.6666666666666666,0.8070175438596492,1.0,0.7333333333333333,0.7709920162396943,0.016063110902905464,0.04267759993672371,
102,9882134,34,33,0.552947439242558,0.6279709239582498,1.0,0.9705882352941176,0.696265511632329,0.48484848484848486,0.2992063492063492,0.6,0.5074626865671641,1.0,0.5294117647058824,0.6001002689633066,0.19147610664367676,0.05635872110724449,
103,9882198,31,29,0.44733978323837875,0.42220776787716385,2.0,0.935483870967742,0.6203325348805862,0.4827586206896552,0.25853658536585367,0.2222222222222222,0.35135135135135137,1.0,0.2903225806451613,0.4529957022325236,0.5311545729637146,0.13736870884895325,
104,9882339,36,36,0.40477474219359,0.3736532567136432,0.0,1.0,0.49894311973386923,0.5,0.13333333333333333,0.0,0.3908045977011494,1.0,0.3888888888888889,0.41344827586206895,0.39276960492134094,0.4245729446411133,
105,98824,22,22,0.6032197819604813,0.3014821044333302,0.0,1.0,0.6349052465613402,0.5,0.4007936507936508,0.6,0.631578947368421,1.0,0.5454545454545454,0.6712113617376775,0.5386862754821777,1.7308979034423828,
106,9882580,36,33,0.49606699045105573,0.4287029096632706,3.0,0.9166666666666666,0.5451936893699564,0.48484848484848486,0.1702127659574468,0.5,0.5052631578947367,1.0,0.3611111111111111,0.5400513251213139,0.41364240646362305,0.19370093941688538,
107,9882728,37,26,0.437278930215647,0.45445250422704253,11.0,0.7027027027027026,0.652511146611337,0.5,0.183739837398374,0.25,0.5,0.9523809523809523,0.35135135135135137,0.43742364315535043,0.27796512842178345,0.35239097476005554,
108,9882914,35,34,0.6444509212537117,0.8539597380480318,1.0,0.9714285714285714,0.7056407066856456,0.5882352941176471,0.3951367781155015,0.6,0.736842105263158,1.0,0.6857142857142857,0.6997792353223485,0.011293934658169746,0.07966414839029312,
109,98834,22,20,0.737041193403477,0.8900168202786002,2.0,0.9090909090909091,0.8490989263445954,0.65,0.5068181818181818,0.7999999999999999,0.8717948717948718,1.0,0.7727272727272727,0.7937645687645688,0.02079138159751892,0.004125330597162247,
110,9883432,34,33,0.5552283080825383,0.4787047148766868,1.0,0.9705882352941176,0.6967210868619573,0.45454545454545453,0.2863636363636364,0.6250000000000001,0.5507246376811594,1.0,0.5294117647058824,0.6176734092846624,0.345144122838974,0.04418276995420456,
111,9883578,39,38,0.4761471677547577,0.44368541365342795,1.0,0.9743589743589743,0.6314453793866529,0.47368421052631576,0.18333333333333332,0.4000000000000001,0.4166666666666667,1.0,0.4358974358974359,0.5060897435897436,0.4135189652442932,0.09437692165374756,
112,9883584,34,36,0.6074825910083897,0.4492316645771002,2.0,0.9444444444444444,0.5825162801059681,0.5294117647058824,0.505,0.5454545454545454,0.6075949367088608,0.9714285714285714,0.5294117647058824,0.6588602480501214,0.3358578383922577,0.2951588034629822,
113,98838,28,28,0.6382811277268733,0.8544121901255185,0.0,1.0,0.6784477608506287,0.5714285714285714,0.3831738437001595,0.5714285714285715,0.7457627118644068,1.0,0.6785714285714286,0.7019374321782886,0.01301784161478281,0.07035524398088455,
